Date,Close,Date,Close,Date,Close
7/24/2020 16:00:00,988.99,7/24/2020 16:00:00,3008.91,7/24/2020 16:00:00,249
7/27/2020 16:00:00,1070.44,7/27/2020 16:00:00,3055.21,7/27/2020 16:00:00,250.86
7/28/2020 16:00:00,1039.56,7/28/2020 16:00:00,3000.33,7/28/2020 16:00:00,249.05
7/29/2020 16:00:00,1086.91,7/29/2020 16:00:00,3033.53,7/29/2020 16:00:00,252.45
7/30/2020 16:00:00,1107.5,7/30/2020 16:00:00,3051.88,7/30/2020 16:00:00,252.74
7/31/2020 16:00:00,1124.62,7/31/2020 16:00:00,3164.68,7/31/2020 16:00:00,251.02
8/3/2020 16:00:00,1172.62,8/3/2020 16:00:00,3111.89,8/3/2020 16:00:00,257.94
8/4/2020 16:00:00,1173.93,8/4/2020 16:00:00,3138.83,8/4/2020 16:00:00,262.2
8/5/2020 16:00:00,1225.45,8/5/2020 16:00:00,3205.03,8/5/2020 16:00:00,264.91
8/6/2020 16:00:00,1219.96,8/6/2020 16:00:00,3225,8/6/2020 16:00:00,265.68
8/7/2020 16:00:00,1193.97,8/7/2020 16:00:00,3167.46,8/7/2020 16:00:00,252.1
8/10/2020 16:00:00,1124.31,8/10/2020 16:00:00,3148.16,8/10/2020 16:00:00,248.13
8/11/2020 16:00:00,1100.01,8/11/2020 16:00:00,3080.67,8/11/2020 16:00:00,248.42
8/12/2020 16:00:00,1111.64,8/12/2020 16:00:00,3162.24,8/12/2020 16:00:00,255.19
8/13/2020 16:00:00,1157.05,8/13/2020 16:00:00,3161.02,8/13/2020 16:00:00,253.72
8/14/2020 16:00:00,1156.44,8/14/2020 16:00:00,3148.02,8/14/2020 16:00:00,253.97
8/17/2020 16:00:00,1189.87,8/17/2020 16:00:00,3182.41,8/17/2020 16:00:00,256.96
8/18/2020 16:00:00,1208.64,8/18/2020 16:00:00,3312.49,8/18/2020 16:00:00,259.2
8/19/2020 16:00:00,1212.45,8/19/2020 16:00:00,3260.48,8/19/2020 16:00:00,260.59
8/20/2020 16:00:00,1218.3,8/20/2020 16:00:00,3297.37,8/20/2020 16:00:00,257.97
8/21/2020 16:00:00,1202.28,8/21/2020 16:00:00,3284.72,8/21/2020 16:00:00,265.8
8/24/2020 16:00:00,1212.09,8/24/2020 16:00:00,3307.46,8/24/2020 16:00:00,276.02
8/25/2020 16:00:00,1224,8/25/2020 16:00:00,3346.49,8/25/2020 16:00:00,286
8/26/2020 16:00:00,1215.93,8/26/2020 16:00:00,3441.85,8/26/2020 16:00:00,291.96
8/27/2020 16:00:00,1201.4,8/27/2020 16:00:00,3400,8/27/2020 16:00:00,284.17
8/28/2020 16:00:00,1178.9,8/28/2020 16:00:00,3401.8,8/28/2020 16:00:00,289
